Kota,Kecamatan,Kelurahan,Waktu Prakiraan,Suhu (°C),Kelembapan (%),Kondisi Cuaca,Kecepatan Angin (km/jam),Latitude,Longitude
Kabupaten Cirebon,Gegesik,Panunggul,2026-01-27 11:00:00,30,70,Hujan Ringan,20.0,-6.5830355704,108.4409796195
Kabupaten Cirebon,Gegesik,Sibubut,2026-01-27 11:00:00,30,68,Hujan Ringan,20.0,-6.5701810976,108.4702866829
Kabupaten Cirebon,Gegesik,Slendra,2026-01-27 11:00:00,29,74,Hujan Ringan,21.5,-6.5482292421,108.3979401841
Kabupaten Cirebon,Gempol,Cikeusal,2026-01-27 11:00:00,28,76,Hujan Ringan,19.8,-6.7244004763,108.4033915532
Kabupaten Cirebon,Gempol,Cupang,2026-01-27 11:00:00,28,76,Hujan Ringan,19.8,-6.7228579937,108.3772632372
Kabupaten Cirebon,Gempol,Gempol,2026-01-27 11:00:00,29,74,Hujan Ringan,19.8,-6.7057220215,108.4129363323
Kabupaten Cirebon,Gempol,Kedungbunder,2026-01-27 11:00:00,29,74,Hujan Ringan,19.8,-6.6950661756,108.404125604
Kabupaten Cirebon,Gempol,Kempek,2026-01-27 11:00:00,29,74,Hujan Ringan,19.8,-6.6903437858,108.411466212
Kabupaten Cirebon,Gempol,Palimanan Barat,2026-01-27 11:00:00,29,74,Hujan Ringan,19.8,-6.7085692503,108.4020179092
Kabupaten Cirebon,Gempol,Walahar,2026-01-27 11:00:00,29,75,Hujan Ringan,19.8,-6.7080707495,108.3740372283
Kabupaten Cirebon,Gempol,Winong,2026-01-27 11:00:00,29,73,Hujan Ringan,19.8,-6.6772194254,108.4147328687
Kabupaten Cirebon,Greged,Durajaya,2026-01-27 11:00:00,28,71,Hujan Ringan,21.1,-6.8183681503,108.5322243395
Kabupaten Cirebon,Greged,Greged,2026-01-27 11:00:00,28,70,Hujan Ringan,26.7,-6.8324054067,108.5572643484
Kabupaten Cirebon,Greged,Gumulung Lebak,2026-01-27 11:00:00,28,70,Hujan Ringan,26.7,-6.8100778237,108.5736260114
Kabupaten Cirebon,Greged,Gumulung Tonggoh,2026-01-27 11:00:00,28,70,Hujan Ringan,26.7,-6.8122277989,108.586767357
Kabupaten Cirebon,Greged,Jatipancur,2026-01-27 11:00:00,28,71,Hujan Ringan,26.7,-6.8109892774,108.5416437558
Kabupaten Cirebon,Greged,Kamarang,2026-01-27 11:00:00,28,70,Hujan Ringan,14.6,-6.8487163234,108.5426369856
Kabupaten Cirebon,Greged,Kamarang Lebak,2026-01-27 11:00:00,28,70,Hujan Ringan,14.6,-6.8392056538,108.5453696631
Kabupaten Cirebon,Greged,Lebak Mekar,2026-01-27 11:00:00,28,70,Hujan Ringan,26.7,-6.8001803469,108.5855867387
Kabupaten Cirebon,Greged,Nanggela,2026-01-27 11:00:00,28,71,Hujan Ringan,26.7,-6.8065043899,108.5534500169
Kabupaten Cirebon,Greged,Sindang Kempeng,2026-01-27 11:00:00,28,70,Hujan Ringan,26.7,-6.8211532857,108.5575896195
Kabupaten Cirebon,Gunung Jati,Adidharma,2026-01-27 11:00:00,29,73,Hujan Ringan,25.1,-6.694477467,108.5484008985
Kabupaten Cirebon,Gunung Jati,Astana,2026-01-27 11:00:00,29,72,Hujan Ringan,25.1,-6.6718285007,108.5409187191
Kabupaten Cirebon,Gunung Jati,Babadan,2026-01-27 11:00:00,30,71,Hujan Ringan,20.5,-6.665795689,108.5171019327
Kabupaten Cirebon,Gunung Jati,Buyut,2026-01-27 11:00:00,30,68,Hujan Ringan,20.5,-6.6558151246,108.5066942447
Kabupaten Cirebon,Gunung Jati,Grogol,2026-01-27 11:00:00,30,70,Hujan Ringan,20.5,-6.6575924555,108.5362638193
Kabupaten Cirebon,Gunung Jati,Jadimulya,2026-01-27 11:00:00,29,72,Hujan Ringan,25.1,-6.6861263394,108.5530597209
Kabupaten Cirebon,Gunung Jati,Jatimerta,2026-01-27 11:00:00,29,72,Hujan Ringan,25.1,-6.6746158496,108.5448938158
Kabupaten Cirebon,Gunung Jati,Kalisapu,2026-01-27 11:00:00,29,72,Hujan Ringan,25.1,-6.6630789996,108.5458353967
Kabupaten Cirebon,Gunung Jati,Klayan,2026-01-27 11:00:00,29,72,Hujan Ringan,25.1,-6.6799606561,108.5497368416
Kabupaten Cirebon,Gunung Jati,Mayung,2026-01-27 11:00:00,30,70,Hujan Ringan,20.5,-6.6608672385,108.5191838908
Kabupaten Cirebon,Gunung Jati,Mertasinga,2026-01-27 11:00:00,29,71,Hujan Ringan,25.1,-6.6506377209,108.544666655
Kabupaten Cirebon,Gunung Jati,Pasindangan,2026-01-27 11:00:00,29,73,Hujan Ringan,25.1,-6.6915266411,108.5565956652
Kabupaten Cirebon,Gunung Jati,Sambeng,2026-01-27 11:00:00,30,70,Hujan Ringan,20.5,-6.6491685803,108.5179775306
Kabupaten Cirebon,Gunung Jati,Sirnabaya,2026-01-27 11:00:00,30,70,Hujan Ringan,20.5,-6.6478151607,108.5244678638
Kabupaten Cirebon,Gunung Jati,Wanakaya,2026-01-27 11:00:00,29,72,Hujan Ringan,25.1,-6.6630020738,108.5408111282
Kabupaten Cirebon,Jamblang,Bakung Kidul,2026-01-27 11:00:00,30,70,Hujan Ringan,20.5,-6.6557995979,108.4872727817
Kabupaten Cirebon,Jamblang,Bakung Lor,2026-01-27 11:00:00,30,68,Hujan Ringan,20.5,-6.6437611602,108.4882063733
Kabupaten Cirebon,Jamblang,Bojong Lor,2026-01-27 11:00:00,30,70,Hujan Ringan,20.5,-6.6575816596,108.4698372308
Kabupaten Cirebon,Jamblang,Bojong Wetan,2026-01-27 11:00:00,30,71,Hujan Ringan,20.5,-6.6658569789,108.4711023874
Kabupaten Cirebon,Jamblang,Jamblang,2026-01-27 11:00:00,29,73,Hujan Ringan,20.5,-6.699490724,108.4537582674
Kabupaten Cirebon,Jamblang,Orimalang,2026-01-27 11:00:00,30,71,Hujan Ringan,20.5,-6.6694184869,108.4787435709
Kabupaten Cirebon,Jamblang,Sitiwinangun,2026-01-27 11:00:00,29,73,Hujan Ringan,20.5,-6.7001860657,108.4546270731
Kabupaten Cirebon,Jamblang,Wangunharja,2026-01-27 11:00:00,30,71,Hujan Ringan,20.5,-6.6839232205,108.4680419943
Kabupaten Cirebon,Kaliwedi,Guwa Kidul,2026-01-27 11:00:00,29,73,Hujan Ringan,21.5,-6.5636863837,108.3902637954
Kabupaten Cirebon,Kaliwedi,Guwa Lor,2026-01-27 11:00:00,29,75,Hujan Ringan,21.5,-6.561749108,108.3722663054
Kabupaten Cirebon,Kaliwedi,Kalideres,2026-01-27 11:00:00,29,73,Hujan Ringan,21.5,-6.6155383693,108.4072598285
Kabupaten Cirebon,Kaliwedi,Kaliwedi Kidul,2026-01-27 11:00:00,29,74,Hujan Ringan,21.5,-6.6017832986,108.3816019865
Kabupaten Cirebon,Kaliwedi,Kaliwedi Lor,2026-01-27 11:00:00,29,74,Hujan Ringan,21.5,-6.5906875429,108.3829445101
Kabupaten Cirebon,Kaliwedi,Prajawinangun Kulon,2026-01-27 11:00:00,29,72,Hujan Ringan,21.5,-6.5984825792,108.3972072717
Kabupaten Cirebon,Kaliwedi,Prajawinangun Wetan,2026-01-27 11:00:00,29,72,Hujan Ringan,21.5,-6.5990782886,108.4043983911
Kabupaten Cirebon,Kaliwedi,Ujungsemi,2026-01-27 11:00:00,29,74,Hujan Ringan,21.5,-6.5849305401,108.3871043542
Kabupaten Cirebon,Kaliwedi,Wargabinangun,2026-01-27 11:00:00,29,73,Hujan Ringan,21.5,-6.5752157674,108.3949077977
Kabupaten Cirebon,Karangsembung,Kalimeang,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.8421605593,108.6797501335
Kabupaten Cirebon,Karangsembung,Karangmalang,2026-01-27 11:00:00,29,70,Hujan Ringan,29.8,-6.8331144155,108.6736329975
Kabupaten Cirebon,Karangsembung,Karangmekar,2026-01-27 11:00:00,29,69,Hujan Ringan,29.8,-6.8332056855,108.6565202587
Kabupaten Cirebon,Karangsembung,Karangsembung,2026-01-27 10:00:00,29,73,Hujan Ringan,13.5,-6.8387280835,108.6597298285
Kabupaten Cirebon,Karangsembung,Karangsuwung,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.8494611475,108.6376750571
Kabupaten Cirebon,Karangsembung,Karangtengah,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.8545333742,108.6712401068
Kabupaten Cirebon,Karangsembung,Kubangkarang,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.8466771498,108.6646619571
Kabupaten Cirebon,Karangsembung,Tambelang,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.860850658,108.6825078155
Kabupaten Cirebon,Karangwareng,Blender,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.8753821704,108.6416652933
Kabupaten Cirebon,Karangwareng,Jatipiring,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.8733272055,108.6793826183
Kabupaten Cirebon,Karangwareng,Karanganyar,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.8677284785,108.6612583673
Kabupaten Cirebon,Karangwareng,Karangasem,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.8619247526,108.6617655043
Kabupaten Cirebon,Karangwareng,Karangwangi,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.8798907382,108.6635055794
Kabupaten Cirebon,Karangwareng,Karangwareng,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.8722871073,108.6503057455
Kabupaten Cirebon,Karangwareng,Kubangdeleg,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.8825468593,108.6569378266
Kabupaten Cirebon,Karangwareng,Seuseupan,2026-01-27 11:00:00,30,66,Hujan Ringan,14.6,-6.897294114,108.6248851526
Kabupaten Cirebon,Karangwareng,Sumurkondang,2026-01-27 11:00:00,30,66,Hujan Ringan,22.0,-6.8947836484,108.6450882254
Kabupaten Cirebon,Kedawung,Kalikoa,2026-01-27 11:00:00,29,72,Hujan Ringan,20.5,-6.7309116655,108.5257638544
Kabupaten Cirebon,Kedawung,Kedawung,2026-01-27 11:00:00,29,72,Hujan Ringan,20.5,-6.7136364328,108.5300970713
Kabupaten Cirebon,Kedawung,Kedungdawa,2026-01-27 11:00:00,29,72,Hujan Ringan,20.5,-6.723831943,108.5190554142
Kabupaten Cirebon,Kedawung,Kedungjaya,2026-01-27 11:00:00,30,72,Hujan Ringan,20.5,-6.7064314247,108.5369522032
Kabupaten Cirebon,Kedawung,Kertawinangun,2026-01-27 11:00:00,29,72,Hujan Ringan,20.5,-6.7179426079,108.5359423849
Kabupaten Cirebon,Kedawung,Pilangsari,2026-01-27 11:00:00,30,72,Hujan Ringan,20.5,-6.6987979018,108.5369096684
Kabupaten Cirebon,Kedawung,Sutawinangun,2026-01-27 11:00:00,29,73,Hujan Ringan,25.1,-6.715271104,108.5446399352
Kabupaten Cirebon,Kedawung,Tuk,2026-01-27 11:00:00,29,72,Hujan Ringan,20.5,-6.7247590983,108.5342272347
Kabupaten Cirebon,Kepetakan,Bungko,2026-01-27 11:00:00,30,68,Hujan Ringan,20.0,-6.5767666363,108.5321795357
Kabupaten Cirebon,Kepetakan,Bungko Lor,2026-01-27 11:00:00,29,70,Hujan Ringan,22.7,-6.5358965538,108.5269405587
Kabupaten Cirebon,Kepetakan,Dukuh,2026-01-27 11:00:00,30,67,Hujan Ringan,20.0,-6.5889131845,108.4847785883
Kabupaten Cirebon,Kepetakan,Grogol,2026-01-27 11:00:00,30,67,Hujan Ringan,20.0,-6.5765982743,108.4945553499
Kabupaten Cirebon,Kepetakan,Kapetakan,2026-01-27 11:00:00,30,67,Hujan Ringan,20.0,-6.5583528582,108.4984241984
Kabupaten Cirebon,Kepetakan,Karangkendal,2026-01-27 11:00:00,30,67,Hujan Ringan,20.0,-6.5830377071,108.4928239829
Kabupaten Cirebon,Kepetakan,Kertasura,2026-01-27 11:00:00,30,66,Hujan Ringan,20.0,-6.6088278594,108.5123815133
Kabupaten Cirebon,Kepetakan,Pegagan Kidul,2026-01-27 11:00:00,30,66,Hujan Ringan,20.0,-6.6061045953,108.4966296836
Kabupaten Cirebon,Kepetakan,Pegagan Lor,2026-01-27 11:00:00,30,66,Hujan Ringan,20.0,-6.5890874301,108.5093259464
Kabupaten Cirebon,Klangenan,Bangodua,2026-01-27 11:00:00,30,72,Hujan Ringan,20.5,-6.6635092963,108.459188846
Kabupaten Cirebon,Klangenan,Danawinangun,2026-01-27 11:00:00,29,73,Hujan Ringan,20.5,-6.6931715757,108.4467680701
Kabupaten Cirebon,Klangenan,Jemaras Kidul,2026-01-27 11:00:00,30,72,Hujan Ringan,20.5,-6.6751759756,108.4439332716
Kabupaten Cirebon,Klangenan,Jemaras Lor,2026-01-27 11:00:00,30,72,Hujan Ringan,20.5,-6.6676385905,108.4471976099
Kabupaten Cirebon,Klangenan,Klangenan,2026-01-27 11:00:00,29,73,Hujan Ringan,20.5,-6.7035281827,108.4380428444
Kabupaten Cirebon,Klangenan,Kreyo,2026-01-27 11:00:00,30,70,Hujan Ringan,20.5,-6.6447449379,108.4638358861
Kabupaten Cirebon,Klangenan,Pekantingan,2026-01-27 11:00:00,30,72,Hujan Ringan,20.5,-6.6832620618,108.4577897518
Kabupaten Cirebon,Klangenan,Serang,2026-01-27 11:00:00,29,74,Hujan Ringan,20.5,-6.713584713,108.443457063
Kabupaten Cirebon,Klangenan,Slangit,2026-01-27 11:00:00,30,71,Hujan Ringan,20.5,-6.6500792034,108.4460014888
Kabupaten Cirebon,Lemahabang,Asem,2026-01-27 11:00:00,29,68,Hujan Ringan,14.6,-6.8474029566,108.6161327835
Kabupaten Cirebon,Lemahabang,Belawa,2026-01-27 11:00:00,29,69,Hujan Ringan,26.7,-6.8336692212,108.5886524993
Kabupaten Cirebon,Lemahabang,Cipeujeuh Kulon,2026-01-27 11:00:00,29,69,Hujan Ringan,26.7,-6.8302140121,108.607904875
Kabupaten Cirebon,Lemahabang,Cipeujeuh Wetan,2026-01-27 11:00:00,29,69,Hujan Ringan,26.7,-6.8308264961,108.6159835038
Kabupaten Cirebon,Lemahabang,Lemahabang,2026-01-27 11:00:00,29,69,Hujan Ringan,26.7,-6.8263858963,108.629231649
Kabupaten Cirebon,Lemahabang,Lemahabang Kulon,2026-01-27 11:00:00,29,69,Hujan Ringan,26.7,-6.8241460035,108.6259769041
Kabupaten Cirebon,Lemahabang,Leuwidingding,2026-01-27 11:00:00,29,68,Hujan Ringan,14.6,-6.8423730282,108.6295214431
Kabupaten Cirebon,Lemahabang,Picungpugur,2026-01-27 11:00:00,29,68,Hujan Ringan,14.6,-6.8504742977,108.6257009111
Kabupaten Cirebon,Lemahabang,Sarajaya,2026-01-27 11:00:00,29,69,Hujan Ringan,29.8,-6.8265003068,108.654476142
Kabupaten Cirebon,Lemahabang,Sigong,2026-01-27 11:00:00,29,69,Hujan Ringan,29.8,-6.831224389,108.6450417364
Kabupaten Cirebon,Lemahabang,Sindanglaut,2026-01-27 11:00:00,29,68,Hujan Ringan,14.6,-6.8377095661,108.6153924872
Kabupaten Cirebon,Lemahabang,Tuk Karangsuwung,2026-01-27 11:00:00,29,69,Hujan Ringan,26.7,-6.8368333937,108.6295860642
Kabupaten Cirebon,Lemahabang,Wangkelang,2026-01-27 11:00:00,29,69,Hujan Ringan,26.7,-6.8333539696,108.5736543315
Kabupaten Cirebon,Losari,Ambulu,2026-01-27 11:00:00,28,73,Berawan,26.3,-6.8108633812,108.7950149419
Kabupaten Cirebon,Losari,Astanalanggar,2026-01-27 11:00:00,29,71,Berawan,23.9,-6.8533027196,108.7948589989
Kabupaten Cirebon,Losari,Barisan,2026-01-27 11:00:00,29,71,Berawan,23.9,-6.8487816899,108.8016075444
Kabupaten Cirebon,Losari,Kalirahayu,2026-01-27 11:00:00,28,75,Berawan,26.3,-6.7868709394,108.8165227164
Kabupaten Cirebon,Losari,Kalisari,2026-01-27 11:00:00,28,73,Berawan,26.3,-6.8048502063,108.8097959318
Kabupaten Cirebon,Losari,Losari Kidul,2026-01-27 11:00:00,29,71,Berawan,23.9,-6.8424895042,108.792418554
Kabupaten Cirebon,Losari,Losari Lor,2026-01-27 11:00:00,29,72,Berawan,26.3,-6.8360984178,108.7981603976
Kabupaten Cirebon,Losari,Mulyasari,2026-01-27 11:00:00,29,72,Berawan,26.3,-6.8339777148,108.8100531682
Kabupaten Cirebon,Losari,Panggangsari,2026-01-27 11:00:00,29,71,Berawan,23.9,-6.8403219974,108.7875539318
Kabupaten Cirebon,Losari,Tawangsari,2026-01-27 11:00:00,28,75,Berawan,26.3,-6.7719346533,108.8258066751
Kabupaten Cirebon,Mundu,Bandengan,2026-01-27 11:00:00,29,71,Hujan Ringan,26.7,-6.7666818931,108.5925331119
Kabupaten Cirebon,Mundu,Banjarwangunan,2026-01-27 11:00:00,29,71,Hujan Ringan,26.7,-6.7636870965,108.5738677593
Kabupaten Cirebon,Mundu,Citemu,2026-01-27 11:00:00,29,71,Hujan Ringan,26.7,-6.7711679276,108.6037215103
Kabupaten Cirebon,Mundu,Luwung,2026-01-27 11:00:00,29,71,Hujan Ringan,26.7,-6.780055672,108.5931962574
Kabupaten Cirebon,Mundu,Mundu Mesigit,2026-01-27 11:00:00,29,71,Hujan Ringan,26.7,-6.7688677107,108.5862453745
Kabupaten Cirebon,Mundu,Mundu Pesisir,2026-01-27 11:00:00,29,72,Hujan Ringan,26.7,-6.7536808314,108.5908002989
Kabupaten Cirebon,Mundu,Pamengkang,2026-01-27 11:00:00,28,72,Hujan Ringan,26.7,-6.7647920022,108.5623635561
Kabupaten Cirebon,Mundu,Penpen,2026-01-27 11:00:00,28,70,Hujan Ringan,26.7,-6.7883215171,108.5791473263
Kabupaten Cirebon,Mundu,Setupatok,2026-01-27 11:00:00,29,71,Hujan Ringan,26.7,-6.7814424742,108.5653686765
Kabupaten Cirebon,Mundu,Sinarancang,2026-01-27 11:00:00,28,70,Hujan Ringan,26.7,-6.7959134886,108.5627914613
Kabupaten Cirebon,Mundu,Suci,2026-01-27 11:00:00,29,72,Hujan Ringan,26.7,-6.7560842395,108.5809763627
Kabupaten Cirebon,Mundu,Waruduwur,2026-01-27 11:00:00,29,71,Hujan Ringan,26.7,-6.7788260773,108.6221684589
Kabupaten Cirebon,Pabedilan,Babakan Losari,2026-01-27 11:00:00,30,69,Berawan,23.9,-6.8834868497,108.7658521447
Kabupaten Cirebon,Pabedilan,Babakan Losari Lor,2026-01-27 11:00:00,30,69,Berawan,23.9,-6.8713785987,108.7683794167
Kabupaten Cirebon,Pabedilan,Dukuhwidara,2026-01-27 11:00:00,29,70,Berawan,23.9,-6.8661576361,108.7910348025
Kabupaten Cirebon,Pabedilan,Kalibuntu,2026-01-27 11:00:00,30,69,Berawan,23.9,-6.8628543906,108.7771466754
Kabupaten Cirebon,Pabedilan,Kalimukti,2026-01-27 11:00:00,30,69,Berawan,23.9,-6.8626119567,108.7823172591
Kabupaten Cirebon,Pabedilan,Pabedilan Kaler,2026-01-27 11:00:00,29,70,Berawan,23.9,-6.8407924324,108.7679858454
Kabupaten Cirebon,Pabedilan,Pabedilan Kidul,2026-01-27 11:00:00,30,68,Hujan Ringan,23.9,-6.873516318,108.7559601119
Kabupaten Cirebon,Pabedilan,Pabedilan Kulon,2026-01-27 11:00:00,29,70,Berawan,23.9,-6.8605484592,108.7550294538
Kabupaten Cirebon,Pabedilan,Pabedilan Wetan,2026-01-27 11:00:00,29,70,Berawan,23.9,-6.8526641809,108.7650603397
Kabupaten Cirebon,Pabedilan,Pasuruan,2026-01-27 11:00:00,29,71,Berawan,23.9,-6.8591822027,108.7946409024
Kabupaten Cirebon,Pabedilan,Sidaresmi,2026-01-27 11:00:00,30,69,Berawan,23.9,-6.8760303957,108.7749301488
Kabupaten Cirebon,Pabedilan,Silihasih,2026-01-27 11:00:00,29,70,Berawan,23.9,-6.8450305525,108.7516017611
Kabupaten Cirebon,Pabedilan,Tersana,2026-01-27 11:00:00,29,70,Berawan,23.9,-6.8403776489,108.7580364277
Kabupaten Cirebon,Pabuaran,Hulubanteng,2026-01-27 11:00:00,30,66,Hujan Ringan,22.0,-6.8879171636,108.7291482759
Kabupaten Cirebon,Pabuaran,Hulubanteng Lor,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.881183595,108.7328944328
Kabupaten Cirebon,Pabuaran,Jatirenggang,2026-01-27 11:00:00,30,67,Hujan Ringan,22.0,-6.8857720739,108.7072912515
Kabupaten Cirebon,Pabuaran,Pabuaran Kidul,2026-01-27 11:00:00,30,66,Hujan Ringan,22.0,-6.9060248134,108.720410986
Kabupaten Cirebon,Pabuaran,Pabuaran Lor,2026-01-27 11:00:00,30,66,Hujan Ringan,22.0,-6.8947437952,108.7212438918
Kabupaten Cirebon,Pabuaran,Pabuaran Wetan,2026-01-27 11:00:00,30,66,Hujan Ringan,22.0,-6.900854969,108.7265340569
Kabupaten Cirebon,Pabuaran,Sukadana,2026-01-27 11:00:00,30,66,Hujan Ringan,22.0,-6.9119920206,108.7236675793
Kabupaten Cirebon,Palimanan,Balerante,2026-01-27 11:00:00,28,75,Hujan Ringan,19.8,-6.723748515,108.4216173035
Kabupaten Cirebon,Palimanan,Beberan,2026-01-27 11:00:00,29,74,Hujan Ringan,20.5,-6.7224517515,108.4380997715
Kabupaten Cirebon,Palimanan,Cengkuang,2026-01-27 11:00:00,30,72,Hujan Ringan,20.5,-6.6826600928,108.4380454806
Kabupaten Cirebon,Palimanan,Ciawi,2026-01-27 11:00:00,29,73,Hujan Ringan,20.5,-6.6947681961,108.4392411196
Kabupaten Cirebon,Palimanan,Cilukrak,2026-01-27 11:00:00,28,75,Hujan Ringan,19.8,-6.7330979108,108.4165794385
Kabupaten Cirebon,Palimanan,Kepuh,2026-01-27 11:00:00,28,75,Hujan Ringan,17.6,-6.7426781598,108.4158348666
Kabupaten Cirebon,Palimanan,Lungbenda,2026-01-27 11:00:00,29,74,Hujan Ringan,19.8,-6.6886752241,108.4302165135
Kabupaten Cirebon,Palimanan,Palimanan Timur,2026-01-27 11:00:00,29,74,Hujan Ringan,19.8,-6.7120484695,108.4306574582
Kabupaten Cirebon,Palimanan,Panongan,2026-01-27 11:00:00,28,75,Hujan Ringan,19.8,-6.7292742411,108.4290811682
Kabupaten Cirebon,Palimanan,Pegagan,2026-01-27 11:00:00,29,74,Hujan Ringan,19.8,-6.6999238949,108.4276180894
Kabupaten Cirebon,Palimanan,Semplo,2026-01-27 11:00:00,28,75,Hujan Ringan,19.8,-6.7185469704,108.4301891157
Kabupaten Cirebon,Palimanan,Tegalkarang,2026-01-27 11:00:00,29,73,Hujan Ringan,19.8,-6.6805326988,108.4260524439
Kabupaten Cirebon,Pangenan,Astanamukti,2026-01-27 11:00:00,29,72,Hujan Ringan,29.8,-6.7859508945,108.6392447588
Kabupaten Cirebon,Pangenan,Bendungan,2026-01-27 11:00:00,29,71,Hujan Ringan,29.8,-6.8049244766,108.6759353271
Kabupaten Cirebon,Pangenan,Beringin,2026-01-27 11:00:00,29,69,Hujan Ringan,29.8,-6.814283641,108.6543204853
Kabupaten Cirebon,Pangenan,Ender,2026-01-27 11:00:00,29,70,Hujan Ringan,29.8,-6.8205934279,108.693388125
Kabupaten Cirebon,Pangenan,Getrakmoyan,2026-01-27 11:00:00,30,68,Hujan Ringan,22.0,-6.838783293,108.689875229
Kabupaten Cirebon,Pangenan,Japura Lor,2026-01-27 11:00:00,29,71,Hujan Ringan,29.8,-6.802680031,108.6459060421
Kabupaten Cirebon,Pangenan,Pangenan,2026-01-27 11:00:00,29,70,Hujan Ringan,29.8,-6.8141268341,108.6840481245
Kabupaten Cirebon,Pangenan,Pengarengan,2026-01-27 11:00:00,29,72,Hujan Ringan,29.8,-6.7735406611,108.6525570267
Kabupaten Cirebon,Pangenan,Rawaurip,2026-01-27 11:00:00,29,71,Hujan Ringan,29.8,-6.7885225306,108.6679297067
Kabupaten Cirebon,Panguragan,Gujeg,2026-01-27 11:00:00,30,68,Hujan Ringan,20.0,-6.6355744403,108.4688159191
Kabupaten Cirebon,Panguragan,Kalianyar,2026-01-27 11:00:00,30,71,Hujan Ringan,21.5,-6.6357658114,108.4347831752
Kabupaten Cirebon,Panguragan,Karanganyar,2026-01-27 11:00:00,30,67,Hujan Ringan,20.0,-6.6072726083,108.473923013
Kabupaten Cirebon,Panguragan,Kroya,2026-01-27 11:00:00,30,67,Hujan Ringan,20.0,-6.5951383108,108.4720762354
Kabupaten Cirebon,Panguragan,Lemahtamba,2026-01-27 11:00:00,30,68,Hujan Ringan,20.0,-6.6236948749,108.4818769912
Kabupaten Cirebon,Panguragan,Pangurangan,2026-01-27 11:00:00,30,69,Hujan Ringan,20.0,-6.6061715468,108.4559327347
Kabupaten Cirebon,Panguragan,Pangurangan Kulon,2026-01-27 11:00:00,30,70,Hujan Ringan,20.0,-6.6281110702,108.445750608
Kabupaten Cirebon,Panguragan,Pangurangan Lor,2026-01-27 11:00:00,30,68,Hujan Ringan,20.0,-6.6157942107,108.4654864392
Kabupaten Cirebon,Panguragan,Pangurangan Wetan,2026-01-27 11:00:00,30,68,Hujan Ringan,20.0,-6.6292836921,108.4640342633
Kabupaten Cirebon,Pasaleman,Cigobang,2026-01-27 11:00:00,30,69,Hujan Ringan,22.0,-6.9332705033,108.7151953569
Kabupaten Cirebon,Pasaleman,Cigobangwangi,2026-01-27 11:00:00,29,72,Hujan Ringan,10.5,-6.942669936,108.7240052058
Kabupaten Cirebon,Pasaleman,Cilengkrang,2026-01-27 11:00:00,30,69,Hujan Ringan,23.9,-6.9149873812,108.744538993
Kabupaten Cirebon,Pasaleman,Cilengkrang Girang,2026-01-27 11:00:00,30,69,Hujan Ringan,23.9,-6.9286634827,108.7441160136
Kabupaten Cirebon,Pasaleman,Pasaleman,2026-01-27 11:00:00,30,69,Hujan Ringan,22.0,-6.9265687005,108.7316269206
Kabupaten Cirebon,Pasaleman,Tanjunganom,2026-01-27 11:00:00,29,72,Hujan Ringan,19.3,-6.9428222599,108.7469030025
Kabupaten Cirebon,Pasaleman,Tonjong,2026-01-27 11:00:00,29,74,Hujan Ringan,19.3,-6.9746762434,108.7419840385
Kabupaten Cirebon,Plered,Cangkring,2026-01-27 11:00:00,30,70,Hujan Ringan,20.5,-6.6692590367,108.5049459815
Kabupaten Cirebon,Plered,Gamel,2026-01-27 11:00:00,30,70,Hujan Ringan,20.5,-6.6853870608,108.510207967
Kabupaten Cirebon,Plered,Kaliwulu,2026-01-27 11:00:00,30,71,Hujan Ringan,20.5,-6.6915402637,108.5012877628
Kabupaten Cirebon,Plered,Panembahan,2026-01-27 11:00:00,30,71,Hujan Ringan,20.5,-6.7015463042,108.5067306069
Kabupaten Cirebon,Plered,Pangkalan,2026-01-27 11:00:00,30,70,Hujan Ringan,20.5,-6.6632415744,108.4975732158
Kabupaten Cirebon,Plered,Sarabau,2026-01-27 11:00:00,30,71,Hujan Ringan,20.5,-6.6782104623,108.514640198
Kabupaten Cirebon,Plered,Tegalsari,2026-01-27 11:00:00,30,71,Hujan Ringan,20.5,-6.695115969,108.4957326351
Kabupaten Cirebon,Plered,Trusmi Kulon,2026-01-27 11:00:00,30,72,Hujan Ringan,20.5,-6.6949626662,108.512521115
Kabupaten Cirebon,Plered,Trusmi Wetan,2026-01-27 11:00:00,30,71,Hujan Ringan,20.5,-6.6841784231,108.5189704851
Kabupaten Cirebon,Plered,Wotgali,2026-01-27 11:00:00,30,70,Hujan Ringan,20.5,-6.6871616781,108.5065458718
Kabupaten Cirebon,Plumbon,Bode Lor,2026-01-27 11:00:00,29,71,Hujan Ringan,20.5,-6.7182102773,108.4903506509
