Kode,Kelurahan,Kecamatan,Kabupaten/Kota
32.08.01.2008,Bayuning,Kadugede,Kabupaten Kuningan
32.08.01.2010,Ciherang,Kadugede,Kabupaten Kuningan
32.08.01.2002,Ciketak,Kadugede,Kabupaten Kuningan
32.08.01.2007,Cipondok,Kadugede,Kabupaten Kuningan
32.08.01.2011,Cisukadana,Kadugede,Kabupaten Kuningan
32.08.01.2005,Kadugede,Kadugede,Kabupaten Kuningan
32.08.01.2012,Margabakti,Kadugede,Kabupaten Kuningan
32.08.01.2003,Nangka,Kadugede,Kabupaten Kuningan
32.08.01.2001,Sindangjawa,Kadugede,Kabupaten Kuningan
32.08.01.2009,Tinggar,Kadugede,Kabupaten Kuningan
32.08.01.2004,Windujanten,Kadugede,Kabupaten Kuningan
32.08.27.2003,Cipancur,Kalimanggis,Kabupaten Kuningan
32.08.27.2001,Kalimanggiskulon,Kalimanggis,Kabupaten Kuningan
32.08.27.2006,Kalimanggiswetan,Kalimanggis,Kabupaten Kuningan
32.08.27.2004,Kertawana,Kalimanggis,Kabupaten Kuningan
32.08.27.2002,Partawangunan,Kalimanggis,Kabupaten Kuningan
32.08.27.2005,Wanasaraya,Kalimanggis,Kabupaten Kuningan
32.08.29.2009,Cihanjaro,Karangkancana,Kabupaten Kuningan
32.08.29.2007,Jabranti,Karangkancana,Kabupaten Kuningan
32.08.29.2002,Kaduagung,Karangkancana,Kabupaten Kuningan
32.08.29.2001,Karangkancana,Karangkancana,Kabupaten Kuningan
32.08.29.2006,Margacina,Karangkancana,Kabupaten Kuningan
32.08.29.2003,Segong,Karangkancana,Kabupaten Kuningan
32.08.29.2008,Simpayjaya,Karangkancana,Kabupaten Kuningan
32.08.29.2005,Sukasari,Karangkancana,Kabupaten Kuningan
32.08.29.2004,Tanjungkerta,Karangkancana,Kabupaten Kuningan
32.08.16.2006,Bojong,Kramatmulya,Kabupaten Kuningan
32.08.16.2008,Cibentang,Kramatmulya,Kabupaten Kuningan
32.08.16.2014,Cikaso,Kramatmulya,Kabupaten Kuningan
32.08.16.2005,Cikubangsari,Kramatmulya,Kabupaten Kuningan
32.08.16.2004,Cilaja,Kramatmulya,Kabupaten Kuningan
32.08.16.2007,Cilowa,Kramatmulya,Kabupaten Kuningan
32.08.16.2011,Gandasoli,Kramatmulya,Kabupaten Kuningan
32.08.16.2002,Gereba,Kramatmulya,Kabupaten Kuningan
32.08.16.2012,Kalapagunung,Kramatmulya,Kabupaten Kuningan
32.08.16.2015,Karangmangu,Kramatmulya,Kabupaten Kuningan
32.08.16.2013,Kramatmulya,Kramatmulya,Kabupaten Kuningan
32.08.16.2010,Pajambon,Kramatmulya,Kabupaten Kuningan
32.08.16.2009,Ragawacana,Kramatmulya,Kabupaten Kuningan
32.08.16.2017,Widarasari,Kramatmulya,Kabupaten Kuningan
32.08.09.2014,Ancaran,Kuningan,Kabupaten Kuningan
32.08.09.1010,Awirarangan,Kuningan,Kabupaten Kuningan
32.08.09.2011,Cibinuang,Kuningan,Kabupaten Kuningan
32.08.09.1007,Cigintung,Kuningan,Kabupaten Kuningan
32.08.09.1005,Cijoho,Kuningan,Kabupaten Kuningan
32.08.09.1009,Ciporang,Kuningan,Kabupaten Kuningan
32.08.09.1008,Cirendang,Kuningan,Kabupaten Kuningan
32.08.09.1001,Citangtu,Kuningan,Kabupaten Kuningan
32.08.09.2012,Karangtawang,Kuningan,Kabupaten Kuningan
32.08.09.2015,Kasturi,Kuningan,Kabupaten Kuningan
32.08.09.2013,Kedungarum,Kuningan,Kabupaten Kuningan
32.08.09.1002,Kuningan,Kuningan,Kabupaten Kuningan
32.08.09.2016,Padarek,Kuningan,Kabupaten Kuningan
32.08.09.1006,Purwawinangun,Kuningan,Kabupaten Kuningan
32.08.09.1003,Winduhaji,Kuningan,Kabupaten Kuningan
32.08.09.1004,Windusengkahan,Kuningan,Kabupaten Kuningan
32.08.07.2016,Bendungan,Lebakwangi,Kabupaten Kuningan
32.08.07.2011,Cinagara,Lebakwangi,Kabupaten Kuningan
32.08.07.2012,Cineumbeuy,Lebakwangi,Kabupaten Kuningan
32.08.07.2013,Cipetir,Lebakwangi,Kabupaten Kuningan
32.08.07.2010,Langseb,Lebakwangi,Kabupaten Kuningan
32.08.07.2014,Lebakwangi,Lebakwangi,Kabupaten Kuningan
32.08.07.2015,Mancagar,Lebakwangi,Kabupaten Kuningan
32.08.07.2025,Manggari,Lebakwangi,Kabupaten Kuningan
32.08.07.2021,Mekarwangi,Lebakwangi,Kabupaten Kuningan
32.08.07.2020,Pagundan,Lebakwangi,Kabupaten Kuningan
32.08.07.2019,Pajawankidul,Lebakwangi,Kabupaten Kuningan
32.08.07.2018,Pasayangan,Lebakwangi,Kabupaten Kuningan
32.08.07.2017,Sindang,Lebakwangi,Kabupaten Kuningan
32.08.06.2015,Benda,Luragung,Kabupaten Kuningan
32.08.06.2004,Cigedang,Luragung,Kabupaten Kuningan
32.08.06.2016,Cikaduwetan,Luragung,Kabupaten Kuningan
32.08.06.2010,Cikandang,Luragung,Kabupaten Kuningan
32.08.06.2007,Cirahayu,Luragung,Kabupaten Kuningan
32.08.06.2014,Dukuhmaja,Luragung,Kabupaten Kuningan
32.08.06.2001,Dukuhpicung,Luragung,Kabupaten Kuningan
32.08.06.2012,Gunungkarung,Luragung,Kabupaten Kuningan
32.08.06.2013,Luragunglandeuh,Luragung,Kabupaten Kuningan
32.08.06.2005,Luragungtonggoh,Luragung,Kabupaten Kuningan
32.08.06.2008,Margasari,Luragung,Kabupaten Kuningan
32.08.06.2011,Panyosogan,Luragung,Kabupaten Kuningan
32.08.06.2006,Sindangsari,Luragung,Kabupaten Kuningan
32.08.06.2009,Sindangsuka,Luragung,Kabupaten Kuningan
32.08.06.2002,Walaharcageur,Luragung,Kabupaten Kuningan
32.08.06.2003,Wilanagara,Luragung,Kabupaten Kuningan
32.08.30.2016,Buniasih,Maleber,Kabupaten Kuningan
32.08.30.2012,Cikahuripan,Maleber,Kabupaten Kuningan
32.08.30.2003,Cipakem,Maleber,Kabupaten Kuningan
32.08.30.2007,Ciporang,Maleber,Kabupaten Kuningan
32.08.30.2008,Dukuhtengah,Maleber,Kabupaten Kuningan
32.08.30.2002,Galaherang,Maleber,Kabupaten Kuningan
32.08.30.2001,Garahaji,Maleber,Kabupaten Kuningan
32.08.30.2015,Giriwaringin,Maleber,Kabupaten Kuningan
32.08.30.2009,Karangtengah,Maleber,Kabupaten Kuningan
32.08.30.2013,Kutamandarakan,Maleber,Kabupaten Kuningan
32.08.30.2006,Kutaraja,Maleber,Kabupaten Kuningan
32.08.30.2004,Maleber,Maleber,Kabupaten Kuningan
32.08.30.2014,Mandalajaya,Maleber,Kabupaten Kuningan
32.08.30.2010,Mekarsari,Maleber,Kabupaten Kuningan
32.08.30.2011,Padamulya,Maleber,Kabupaten Kuningan
32.08.30.2005,Parakan,Maleber,Kabupaten Kuningan
32.08.14.2001,Cirea,Mandirancan,Kabupaten Kuningan
32.08.14.2008,Kertawinangun,Mandirancan,Kabupaten Kuningan
32.08.14.2009,Mandirancan,Mandirancan,Kabupaten Kuningan
32.08.14.2010,Nanggela,Mandirancan,Kabupaten Kuningan
32.08.14.2011,Nanggerangjaya,Mandirancan,Kabupaten Kuningan
32.08.14.2006,Pakembangan,Mandirancan,Kabupaten Kuningan
32.08.14.2005,Randobawagirang,Mandirancan,Kabupaten Kuningan
32.08.14.2007,Randobawailir,Mandirancan,Kabupaten Kuningan
32.08.14.2012,Salakadomas,Mandirancan,Kabupaten Kuningan
32.08.14.2003,Seda,Mandirancan,Kabupaten Kuningan
32.08.14.2002,Sukasari,Mandirancan,Kabupaten Kuningan
32.08.14.2004,Trijaya,Mandirancan,Kabupaten Kuningan
32.08.20.2008,Ciasih,Nusaherang,Kabupaten Kuningan
32.08.20.2006,Cikadu,Nusaherang,Kabupaten Kuningan
32.08.20.2001,Haurkuning,Nusaherang,Kabupaten Kuningan
32.08.20.2005,Jambar,Nusaherang,Kabupaten Kuningan
32.08.20.2007,Kertawirama,Nusaherang,Kabupaten Kuningan
32.08.20.2002,Kertayuga,Nusaherang,Kabupaten Kuningan
32.08.20.2004,Nusaherang,Nusaherang,Kabupaten Kuningan
32.08.20.2003,Windusari,Nusaherang,Kabupaten Kuningan
32.08.22.2013,Danalampah,Pancalang,Kabupaten Kuningan
32.08.22.2003,Kahiyangan,Pancalang,Kabupaten Kuningan
32.08.22.2011,Mekarjaya,Pancalang,Kabupaten Kuningan
32.08.22.2005,Pancalang,Pancalang,Kabupaten Kuningan
32.08.22.2002,Patalagan,Pancalang,Kabupaten Kuningan
32.08.22.2009,Rajawetan,Pancalang,Kabupaten Kuningan
32.08.22.2007,Sarewu,Pancalang,Kabupaten Kuningan
32.08.22.2001,Silebu,Pancalang,Kabupaten Kuningan
32.08.22.2008,Sindangkempeng,Pancalang,Kabupaten Kuningan
32.08.22.2006,Sumbakeling,Pancalang,Kabupaten Kuningan
32.08.22.2004,Tajurbuntu,Pancalang,Kabupaten Kuningan
32.08.22.2012,Tarikolot,Pancalang,Kabupaten Kuningan
32.08.22.2010,Tenjolayar,Pancalang,Kabupaten Kuningan
32.08.19.2008,Cibuntu,Pasawahan,Kabupaten Kuningan
32.08.19.2005,Cidahu,Pasawahan,Kabupaten Kuningan
32.08.19.2006,Cimara,Pasawahan,Kabupaten Kuningan
32.08.19.2004,Ciwiru,Pasawahan,Kabupaten Kuningan
32.08.19.2002,Kaduela,Pasawahan,Kabupaten Kuningan
32.08.19.2001,Padabeunghar,Pasawahan,Kabupaten Kuningan
32.08.19.2010,Padamatang,Pasawahan,Kabupaten Kuningan
32.08.19.2007,Paniis,Pasawahan,Kabupaten Kuningan
32.08.19.2003,Pasawahan,Pasawahan,Kabupaten Kuningan
32.08.19.2009,Singkup,Pasawahan,Kabupaten Kuningan
32.08.15.2006,Bagawat,Selajambe,Kabupaten Kuningan
32.08.15.2002,Cantilan,Selajambe,Kabupaten Kuningan
32.08.15.2003,Ciberung,Selajambe,Kabupaten Kuningan
32.08.15.2005,Jamberama,Selajambe,Kabupaten Kuningan
32.08.15.2004,Kutawaringin,Selajambe,Kabupaten Kuningan
32.08.15.2007,Padahurip,Selajambe,Kabupaten Kuningan
32.08.15.2001,Selajambe,Selajambe,Kabupaten Kuningan
32.08.31.2008,Babakanreuma,Sindangagung,Kabupaten Kuningan
32.08.31.2005,Balong,Sindangagung,Kabupaten Kuningan
32.08.31.2010,Dukuhlor,Sindangagung,Kabupaten Kuningan
32.08.31.2002,Kaduagung,Sindangagung,Kabupaten Kuningan
32.08.31.2003,Kertaungaran,Sindangagung,Kabupaten Kuningan
32.08.31.2007,Kertawangunan,Sindangagung,Kabupaten Kuningan
32.08.31.2006,Kertayasa,Sindangagung,Kabupaten Kuningan
32.08.31.2012,Mekarmukti,Sindangagung,Kabupaten Kuningan
32.08.31.2004,Sindangagung,Sindangagung,Kabupaten Kuningan
32.08.31.2001,Sindangsari,Sindangagung,Kabupaten Kuningan
32.08.31.2011,Taraju,Sindangagung,Kabupaten Kuningan
32.08.31.2009,Tirtawangunan,Sindangagung,Kabupaten Kuningan
32.08.03.2006,Bangunjaya,Subang,Kabupaten Kuningan
32.08.03.2004,Gunungaci,Subang,Kabupaten Kuningan
32.08.03.2007,Jatisari,Subang,Kabupaten Kuningan
32.08.03.2002,Pamulihan,Subang,Kabupaten Kuningan
32.08.03.2005,Situgede,Subang,Kabupaten Kuningan
32.08.03.2003,Subang,Subang,Kabupaten Kuningan
32.08.03.2001,Tangkolo,Subang,Kabupaten Kuningan
32.10.05.2014,Argalingga,Argapura,Kabupaten Majalengka
32.10.05.2005,Argamukti,Argapura,Kabupaten Majalengka
32.10.05.2002,Cibunut,Argapura,Kabupaten Majalengka
32.10.05.2010,Cikaracak,Argapura,Kabupaten Majalengka
32.10.05.2013,Gunungwangi,Argapura,Kabupaten Majalengka
32.10.05.2008,Haurseah,Argapura,Kabupaten Majalengka
32.10.05.2011,Heubeulisuk,Argapura,Kabupaten Majalengka
32.10.05.2009,Mekarwangi,Argapura,Kabupaten Majalengka
32.10.05.2007,Sadasari,Argapura,Kabupaten Majalengka
32.10.05.2001,Sagara,Argapura,Kabupaten Majalengka
32.10.05.2006,Sukadana,Argapura,Kabupaten Majalengka
32.10.05.2004,Sukasari Kaler,Argapura,Kabupaten Majalengka
32.10.05.2012,Sukasari Kidul,Argapura,Kabupaten Majalengka
32.10.05.2003,Tejamulya,Argapura,Kabupaten Majalengka
32.10.22.2005,Banjaran,Banjaran,Kabupaten Majalengka
32.10.22.2007,Cimeong,Banjaran,Kabupaten Majalengka
32.10.22.2003,Darmalarang,Banjaran,Kabupaten Majalengka
32.10.22.2001,Genteng,Banjaran,Kabupaten Majalengka
32.10.22.2013,Girimulya,Banjaran,Kabupaten Majalengka
32.10.22.2012,Hegarmanah,Banjaran,Kabupaten Majalengka
32.10.22.2006,Kagok,Banjaran,Kabupaten Majalengka
32.10.22.2009,Kareo,Banjaran,Kabupaten Majalengka
32.10.22.2008,Panyindangan,Banjaran,Kabupaten Majalengka
32.10.22.2010,Sangiang,Banjaran,Kabupaten Majalengka
32.10.22.2004,Sindangpala,Banjaran,Kabupaten Majalengka
32.10.22.2002,Sunia,Banjaran,Kabupaten Majalengka
32.10.22.2011,Sunia Baru,Banjaran,Kabupaten Majalengka
32.10.02.2017,Babakansari,Bantarujeg,Kabupaten Majalengka
32.10.02.2010,Bantarujeg,Bantarujeg,Kabupaten Majalengka
32.10.02.2012,Cikidang,Bantarujeg,Kabupaten Majalengka
32.10.02.2008,Cimangguhilir,Bantarujeg,Kabupaten Majalengka
32.10.02.2013,Cinambo,Bantarujeg,Kabupaten Majalengka
32.10.02.2002,Cipeundeuy,Bantarujeg,Kabupaten Majalengka
32.10.02.2011,Gununglarang,Bantarujeg,Kabupaten Majalengka
32.10.02.2014,Haurgeulis,Bantarujeg,Kabupaten Majalengka
32.10.02.2009,Salawangi,Bantarujeg,Kabupaten Majalengka
32.10.02.2018,Silihwangi,Bantarujeg,Kabupaten Majalengka
32.10.02.2022,Sindanghurip,Bantarujeg,Kabupaten Majalengka
32.10.02.2015,Sukamenak,Bantarujeg,Kabupaten Majalengka
32.10.02.2016,Wadowetan,Bantarujeg,Kabupaten Majalengka
32.10.20.2007,Baribis,Cigasong,Kabupaten Majalengka
32.10.20.2008,Batujaya,Cigasong,Kabupaten Majalengka
32.10.20.1006,Cicenang,Cigasong,Kabupaten Majalengka
32.10.20.1004,Cigasong,Cigasong,Kabupaten Majalengka
32.10.20.2010,Karayunan,Cigasong,Kabupaten Majalengka
32.10.20.2001,Kawunghilir,Cigasong,Kabupaten Majalengka
32.10.20.2009,Kutamanggu,Cigasong,Kabupaten Majalengka
32.10.20.1005,Simpeureum,Cigasong,Kabupaten Majalengka
32.10.20.2002,Tajur,Cigasong,Kabupaten Majalengka
32.10.20.2003,Tenjolayar,Cigasong,Kabupaten Majalengka
32.10.03.2010,Bagjasari,Cikijing,Kabupaten Majalengka
32.10.03.2006,Banjaransari,Cikijing,Kabupaten Majalengka
32.10.03.2008,Cidulang,Cikijing,Kabupaten Majalengka
32.10.03.2004,Cikijing,Cikijing,Kabupaten Majalengka
32.10.03.2015,Cilangcang,Cikijing,Kabupaten Majalengka
32.10.03.2012,Cipulus,Cikijing,Kabupaten Majalengka
32.10.03.2002,Cisoka,Cikijing,Kabupaten Majalengka
32.10.03.2009,Jagasari,Cikijing,Kabupaten Majalengka
32.10.03.2013,Kancana,Cikijing,Kabupaten Majalengka
32.10.03.2007,Kasturi,Cikijing,Kabupaten Majalengka
32.10.03.2005,Sindang,Cikijing,Kabupaten Majalengka
32.10.03.2003,Sindangpanji,Cikijing,Kabupaten Majalengka
32.10.03.2014,Sukamukti,Cikijing,Kabupaten Majalengka
32.10.03.2001,Sukasari,Cikijing,Kabupaten Majalengka
32.10.03.2011,Sunalari,Cikijing,Kabupaten Majalengka
32.10.23.2002,Cidadap,Cingambul,Kabupaten Majalengka
32.10.23.2008,Cikondang,Cingambul,Kabupaten Majalengka
32.10.23.2006,Cimanggugirang,Cingambul,Kabupaten Majalengka
32.10.23.2007,Cingambul,Cingambul,Kabupaten Majalengka
32.10.23.2012,Cintaasih,Cingambul,Kabupaten Majalengka
32.10.23.2009,Ciranjeng,Cingambul,Kabupaten Majalengka
32.10.23.2011,Kondangmekar,Cingambul,Kabupaten Majalengka
32.10.23.2003,Maniis,Cingambul,Kabupaten Majalengka
32.10.23.2013,Muktisari,Cingambul,Kabupaten Majalengka
32.10.23.2004,Nagarakembang,Cingambul,Kabupaten Majalengka
32.10.23.2010,Rawa,Cingambul,Kabupaten Majalengka
32.10.23.2001,Sedareja,Cingambul,Kabupaten Majalengka
32.10.23.2005,Wangkelang,Cingambul,Kabupaten Majalengka
32.10.12.2011,Balida,Dawuan,Kabupaten Majalengka
32.10.12.2021,Baturuyuk,Dawuan,Kabupaten Majalengka
32.10.12.2015,Bojongcideres,Dawuan,Kabupaten Majalengka
32.10.12.2007,Dawuan,Dawuan,Kabupaten Majalengka
32.10.12.2006,Gandu,Dawuan,Kabupaten Majalengka
32.10.12.2008,Genteng,Dawuan,Kabupaten Majalengka
32.10.12.2012,Karanganyar,Dawuan,Kabupaten Majalengka
32.10.12.2010,Mandapa,Dawuan,Kabupaten Majalengka
32.10.12.2018,Pasirmalati,Dawuan,Kabupaten Majalengka
32.10.12.2013,Salawana,Dawuan,Kabupaten Majalengka
32.10.12.2017,Sinarjati,Dawuan,Kabupaten Majalengka
32.10.15.2008,Babajurang,Jatitujuh,Kabupaten Majalengka
32.10.15.2001,Biyawak,Jatitujuh,Kabupaten Majalengka
32.10.15.2010,Jatiraga,Jatitujuh,Kabupaten Majalengka
32.10.15.2006,Jatitengah,Jatitujuh,Kabupaten Majalengka
32.10.15.2007,Jatitujuh,Jatitujuh,Kabupaten Majalengka
32.10.15.2012,Pangkalanpari,Jatitujuh,Kabupaten Majalengka
32.10.15.2003,Panongan,Jatitujuh,Kabupaten Majalengka
32.10.15.2002,Panyingkiran,Jatitujuh,Kabupaten Majalengka
32.10.15.2015,Pasindangan,Jatitujuh,Kabupaten Majalengka
32.10.15.2009,Pilangsari,Jatitujuh,Kabupaten Majalengka
32.10.15.2005,Putridalem,Jatitujuh,Kabupaten Majalengka
32.10.15.2013,Randegan Kulon,Jatitujuh,Kabupaten Majalengka
32.10.15.2004,Randegan Wetan,Jatitujuh,Kabupaten Majalengka
32.10.15.2014,Sumber Kulon,Jatitujuh,Kabupaten Majalengka
32.10.15.2011,Sumber Wetan,Jatitujuh,Kabupaten Majalengka
32.10.11.2004,Andir,Jatiwangi,Kabupaten Majalengka
32.10.11.2001,Burujul Kulon,Jatiwangi,Kabupaten Majalengka
32.10.11.2002,Burujul Wetan,Jatiwangi,Kabupaten Majalengka
32.10.11.2007,Cibentar,Jatiwangi,Kabupaten Majalengka
32.10.11.2009,Cibolerang,Jatiwangi,Kabupaten Majalengka
32.10.11.2003,Cicadas,Jatiwangi,Kabupaten Majalengka
32.10.11.2011,Jatisura,Jatiwangi,Kabupaten Majalengka
32.10.11.2012,Jatiwangi,Jatiwangi,Kabupaten Majalengka
32.10.11.2008,Leuweunggede,Jatiwangi,Kabupaten Majalengka
32.10.11.2013,Loji,Jatiwangi,Kabupaten Majalengka
32.10.11.2015,Mekarsari,Jatiwangi,Kabupaten Majalengka
32.10.11.2006,Pinangraja,Jatiwangi,Kabupaten Majalengka
32.10.11.2014,Sukaraja Kulon,Jatiwangi,Kabupaten Majalengka
32.10.11.2005,Sukaraja Wetan,Jatiwangi,Kabupaten Majalengka
32.10.11.2016,Surawangi,Jatiwangi,Kabupaten Majalengka
32.10.11.2010,Sutawangi,Jatiwangi,Kabupaten Majalengka
32.10.13.2003,Babakananyar,Kadipaten,Kabupaten Majalengka
32.10.13.2007,Cipaku,Kadipaten,Kabupaten Majalengka
32.10.13.2001,Heuleut,Kadipaten,Kabupaten Majalengka
32.10.13.2002,Kadipaten,Kadipaten,Kabupaten Majalengka
32.10.13.2004,Karangsambung,Kadipaten,Kabupaten Majalengka
32.10.13.2005,Liangjulang,Kadipaten,Kabupaten Majalengka
32.10.13.2006,Pagandon,Kadipaten,Kabupaten Majalengka
32.10.24.2010,Gandasari,Kasokandel,Kabupaten Majalengka
32.10.24.2007,Girimukti,Kasokandel,Kabupaten Majalengka
32.10.24.2005,Gunungsari,Kasokandel,Kabupaten Majalengka
32.10.24.2008,Jatimulya,Kasokandel,Kabupaten Majalengka
32.10.24.2001,Jatisawit,Kasokandel,Kabupaten Majalengka
32.10.24.2006,Kasokandel,Kasokandel,Kabupaten Majalengka
32.10.24.2002,Leuwikidang,Kasokandel,Kabupaten Majalengka
32.10.24.2003,Ranji Kulon,Kasokandel,Kabupaten Majalengka
32.10.24.2004,Ranji Wetan,Kasokandel,Kabupaten Majalengka
32.10.24.2009,Wanajaya,Kasokandel,Kabupaten Majalengka
32.10.14.2005,Babakan,Kertajati,Kabupaten Majalengka
32.10.14.2007,Bantarjati,Kertajati,Kabupaten Majalengka
32.10.14.2006,Kertajati,Kertajati,Kabupaten Majalengka
32.10.14.2010,Kertasari,Kertajati,Kabupaten Majalengka
32.10.14.2003,Kertawinangun,Kertajati,Kabupaten Majalengka
32.10.14.2011,Mekarjaya,Kertajati,Kabupaten Majalengka
32.10.14.2012,Mekarmulya,Kertajati,Kabupaten Majalengka
32.10.14.2001,Pakubeureum,Kertajati,Kabupaten Majalengka
32.10.14.2004,Palasah,Kertajati,Kabupaten Majalengka
32.10.14.2008,Pasiripis,Kertajati,Kabupaten Majalengka
32.10.14.2014,Sahbandar,Kertajati,Kabupaten Majalengka
32.10.14.2013,Sukakerta,Kertajati,Kabupaten Majalengka
32.10.14.2009,Sukamulya,Kertajati,Kabupaten Majalengka
32.10.14.2002,Sukawana,Kertajati,Kabupaten Majalengka
32.10.01.2002,Bangbayang,Lemahsugih,Kabupaten Majalengka
32.10.01.2003,Borogojol,Lemahsugih,Kabupaten Majalengka
32.10.01.2004,Cibulan,Lemahsugih,Kabupaten Majalengka
32.10.01.2010,Cigaleuh,Lemahsugih,Kabupaten Majalengka
32.10.01.2001,Cipasung,Lemahsugih,Kabupaten Majalengka
32.10.01.2017,Cisalak,Lemahsugih,Kabupaten Majalengka
32.10.01.2018,Dayeuhwangi,Lemahsugih,Kabupaten Majalengka
32.10.01.2009,Kalapadua,Lemahsugih,Kabupaten Majalengka
32.10.01.2007,Kepuh,Lemahsugih,Kabupaten Majalengka
32.10.01.2005,Lemahputih,Lemahsugih,Kabupaten Majalengka
32.10.01.2019,Lemahsugih,Lemahsugih,Kabupaten Majalengka
32.10.01.2011,Margajaya,Lemahsugih,Kabupaten Majalengka
32.10.01.2015,Mekarmulya,Lemahsugih,Kabupaten Majalengka
32.10.01.2013,Mekarwangi,Lemahsugih,Kabupaten Majalengka
32.10.01.2008,Padarek,Lemahsugih,Kabupaten Majalengka
32.10.01.2006,Sadawangi,Lemahsugih,Kabupaten Majalengka
32.10.01.2014,Sinargalih,Lemahsugih,Kabupaten Majalengka
32.10.01.2012,Sukajadi,Lemahsugih,Kabupaten Majalengka
32.10.01.2016,Sukamaju,Lemahsugih,Kabupaten Majalengka
32.10.10.2010,Ciparay,Leuwimunding,Kabupaten Majalengka
32.10.10.2011,Heuleut,Leuwimunding,Kabupaten Majalengka
32.10.10.2012,Karangasem,Leuwimunding,Kabupaten Majalengka
32.10.10.2004,Lame,Leuwimunding,Kabupaten Majalengka
32.10.10.2007,Leuwikujang,Leuwimunding,Kabupaten Majalengka
32.10.10.2009,Leuwimunding,Leuwimunding,Kabupaten Majalengka
32.10.10.2005,Mindi,Leuwimunding,Kabupaten Majalengka
32.10.10.2008,Mirat,Leuwimunding,Kabupaten Majalengka
32.10.10.2003,Nanggerang,Leuwimunding,Kabupaten Majalengka
32.10.10.2001,Parakan,Leuwimunding,Kabupaten Majalengka
32.10.10.2014,Parungjaya,Leuwimunding,Kabupaten Majalengka
32.10.10.2002,Patuanan,Leuwimunding,Kabupaten Majalengka
32.10.10.2006,Rajawangi,Leuwimunding,Kabupaten Majalengka
32.10.10.2013,Tanjungsari,Leuwimunding,Kabupaten Majalengka
32.10.16.2008,Ampel,Ligung,Kabupaten Majalengka
32.10.16.2009,Bantarwaru,Ligung,Kabupaten Majalengka
32.10.16.2002,Beber,Ligung,Kabupaten Majalengka
32.10.16.2003,Beusi,Ligung,Kabupaten Majalengka
32.10.16.2005,Buntu,Ligung,Kabupaten Majalengka
32.10.16.2001,Cibogor,Ligung,Kabupaten Majalengka
32.10.16.2016,Gandawesi,Ligung,Kabupaten Majalengka
32.10.16.2011,Kedungkencana,Ligung,Kabupaten Majalengka
32.10.16.2019,Kedungsari,Ligung,Kabupaten Majalengka
32.10.16.2012,Kertasari,Ligung,Kabupaten Majalengka
32.10.16.2017,Kodasari,Ligung,Kabupaten Majalengka
32.10.16.2013,Leuweunghapit,Ligung,Kabupaten Majalengka
32.10.16.2018,Leuwiliang Baru,Ligung,Kabupaten Majalengka
32.10.16.2006,Ligung,Ligung,Kabupaten Majalengka
32.10.16.2014,Ligung Lor,Ligung,Kabupaten Majalengka
32.10.16.2010,Majasari,Ligung,Kabupaten Majalengka
32.10.16.2015,Sukawera,Ligung,Kabupaten Majalengka
32.10.16.2004,Tegalaren,Ligung,Kabupaten Majalengka
32.10.16.2007,Wanasalam,Ligung,Kabupaten Majalengka
32.10.06.2004,Anggrawati,Maja,Kabupaten Majalengka
32.10.06.2013,Banjaran,Maja,Kabupaten Majalengka
32.10.06.2003,Cengal,Maja,Kabupaten Majalengka
32.10.06.2015,Cicalung,Maja,Kabupaten Majalengka
32.10.06.2010,Cieurih,Maja,Kabupaten Majalengka
32.10.06.2001,Cihaur,Maja,Kabupaten Majalengka
32.10.06.2005,Cipicung,Maja,Kabupaten Majalengka
32.10.06.2011,Kertabasuki,Maja,Kabupaten Majalengka
32.10.06.2017,Maja Selatan,Maja,Kabupaten Majalengka
32.10.06.2008,Maja Utara,Maja,Kabupaten Majalengka
32.10.06.2006,Malongpong,Maja,Kabupaten Majalengka
32.10.06.2018,Nunuk Baru,Maja,Kabupaten Majalengka
32.10.06.2016,Pageraji,Maja,Kabupaten Majalengka
32.10.06.2014,Paniis,Maja,Kabupaten Majalengka
32.10.06.2009,Pasanggrahan,Maja,Kabupaten Majalengka
32.10.06.2012,Sindangkerta,Maja,Kabupaten Majalengka
32.10.06.2007,Tegalsari,Maja,Kabupaten Majalengka
32.10.06.2002,Wanahayu,Maja,Kabupaten Majalengka
32.10.07.1002,Babakan Jawa,Majalengka,Kabupaten Majalengka
32.10.07.2014,Cibodas,Majalengka,Kabupaten Majalengka
32.10.07.1003,Cicurug,Majalengka,Kabupaten Majalengka
32.10.07.1013,Cijati,Majalengka,Kabupaten Majalengka
32.10.07.1010,Cikasarung,Majalengka,Kabupaten Majalengka
32.10.07.2006,Kawunggirang,Majalengka,Kabupaten Majalengka
32.10.07.2005,Kulur,Majalengka,Kabupaten Majalengka
32.10.07.1008,Majalengka Kulon,Majalengka,Kabupaten Majalengka
32.10.07.1007,Majalengka Wetan,Majalengka,Kabupaten Majalengka
32.10.07.1001,Munjul,Majalengka,Kabupaten Majalengka
32.10.07.2012,Sidamukti,Majalengka,Kabupaten Majalengka
32.10.07.1004,Sindangkasih,Majalengka,Kabupaten Majalengka
32.10.07.1009,Tarikolot,Majalengka,Kabupaten Majalengka
32.10.07.1011,Tonjong,Majalengka,Kabupaten Majalengka
32.10.26.2007,Banyusari,Malausma,Kabupaten Majalengka
32.10.26.2008,Buninagara,Malausma,Kabupaten Majalengka
32.10.26.2005,Cimuncang,Malausma,Kabupaten Majalengka
